Year,Geography,Product category,GeoCode,Value
2019,Canadian territorial enclaves abroad,Electrical and electronic equipment,,1.11
2019,Canadian territorial enclaves abroad,Packaging,,1.0
2019,Canadian territorial enclaves abroad,Textiles,,0.94
2019,Canadian territorial enclaves abroad,Vehicles,,1.67
2019,Canadian territorial enclaves abroad,Other products,,1.01
2020,Canada,Construction materials,,0.88
2020,Canada,Electrical and electronic equipment,,0.9
2020,Canada,Electronics,,0.88
2020,Canada,Major appliances,,0.88
2020,Canada,Other electrical and electronic equipment,,0.92
2020,Canada,Packaging,,0.88
2020,Canada,Bottles,,0.88
2020,Canada,Film,,0.88
2020,Canada,Non-bottle rigid,,0.88
2020,Canada,Other packaging products,,0.88
2020,Canada,Agriculture film,,0.88
2020,Canada,Textiles,,0.88
2020,Canada,Vehicles,,0.68
2020,Canada,Other products,,0.75
2020,Newfoundland and Labrador,"Total, all product categories",10,4.25
2020,Newfoundland and Labrador,Construction materials,10,0.9
2020,Newfoundland and Labrador,Electrical and electronic equipment,10,0.91
2020,Newfoundland and Labrador,Packaging,10,0.88
2020,Newfoundland and Labrador,Agriculture film,10,0.68
2020,Newfoundland and Labrador,Textiles,10,0.88
2020,Newfoundland and Labrador,Vehicles,10,20.0
2020,Newfoundland and Labrador,Other products,10,0.51
2020,Prince Edward Island,"Total, all product categories",11,0.66
2020,Prince Edward Island,Construction materials,11,0.88
2020,Prince Edward Island,Electrical and electronic equipment,11,0.88
2020,Prince Edward Island,Packaging,11,0.88
2020,Prince Edward Island,Agriculture film,11,0.85
2020,Prince Edward Island,Textiles,11,0.85
2020,Prince Edward Island,Vehicles,11,0.24
2020,Prince Edward Island,Other products,11,0.5
2020,Nova Scotia,"Total, all product categories",12,0.67
2020,Nova Scotia,Construction materials,12,0.88
2020,Nova Scotia,Electrical and electronic equipment,12,0.9
2020,Nova Scotia,Packaging,12,0.88
2020,Nova Scotia,Agriculture film,12,0.85
2020,Nova Scotia,Textiles,12,0.88
2020,Nova Scotia,Vehicles,12,0.23
2020,Nova Scotia,Other products,12,0.57
2020,New Brunswick,"Total, all product categories",13,0.72
2020,New Brunswick,Construction materials,13,0.87
2020,New Brunswick,Electrical and electronic equipment,13,0.91
2020,New Brunswick,Packaging,13,0.88
2020,New Brunswick,Agriculture film,13,0.85
2020,New Brunswick,Textiles,13,0.88
2020,New Brunswick,Vehicles,13,0.23
2020,New Brunswick,Other products,13,0.71
2020,Quebec,"Total, all product categories",24,0.74
2020,Quebec,Construction materials,24,0.88
2020,Quebec,Electrical and electronic equipment,24,0.9
2020,Quebec,Packaging,24,0.88
2020,Quebec,Agriculture film,24,0.88
2020,Quebec,Textiles,24,0.88
2020,Quebec,Vehicles,24,0.23
2020,Quebec,Other products,24,0.83
2020,Ontario,"Total, all product categories",35,0.79
2020,Ontario,Construction materials,35,0.88
2020,Ontario,Electrical and electronic equipment,35,0.91
2020,Ontario,Packaging,35,0.88
2020,Ontario,Agriculture film,35,0.89
2020,Ontario,Textiles,35,0.88
2020,Ontario,Vehicles,35,0.23
2020,Ontario,Other products,35,0.77
2020,Manitoba,"Total, all product categories",46,0.73
2020,Manitoba,Construction materials,46,0.89
2020,Manitoba,Electrical and electronic equipment,46,0.91
2020,Manitoba,Packaging,46,0.88
2020,Manitoba,Agriculture film,46,0.89
2020,Manitoba,Textiles,46,0.88
2020,Manitoba,Vehicles,46,0.23
2020,Manitoba,Other products,46,0.74
2020,Saskatchewan,"Total, all product categories",47,0.74
2020,Saskatchewan,Construction materials,47,0.89
2020,Saskatchewan,Electrical and electronic equipment,47,0.9
2020,Saskatchewan,Packaging,47,0.88
2020,Saskatchewan,Agriculture film,47,0.88
2020,Saskatchewan,Textiles,47,0.88
2020,Saskatchewan,Vehicles,47,0.23
2020,Saskatchewan,Other products,47,0.72
2020,Alberta,"Total, all product categories",48,0.75
2020,Alberta,Construction materials,48,0.88
2020,Alberta,Electrical and electronic equipment,48,0.9
2020,Alberta,Packaging,48,0.88
2020,Alberta,Agriculture film,48,0.88
2020,Alberta,Textiles,48,0.88
2020,Alberta,Vehicles,48,0.23
2020,Alberta,Other products,48,0.69
2020,British Columbia,"Total, all product categories",59,0.69
2020,British Columbia,Construction materials,59,0.88
2020,British Columbia,Electrical and electronic equipment,59,0.88
2020,British Columbia,Packaging,59,0.88
2020,British Columbia,Agriculture film,59,0.9
2020,British Columbia,Textiles,59,0.88
2020,British Columbia,Vehicles,59,0.23
2020,British Columbia,Other products,59,0.63
2020,Yukon,"Total, all product categories",60,4.11
2020,Yukon,Construction materials,60,0.89
2020,Yukon,Electrical and electronic equipment,60,0.96
2020,Yukon,Packaging,60,0.9
2020,Yukon,Agriculture film,60,0.0
2020,Yukon,Textiles,60,0.78
2020,Yukon,Vehicles,60,19.96
2020,Yukon,Other products,60,0.61
2020,Northwest Territories,"Total, all product categories",61,4.35
2020,Northwest Territories,Construction materials,61,0.93
2020,Northwest Territories,Electrical and electronic equipment,61,0.94
2020,Northwest Territories,Packaging,61,0.9
2020,Northwest Territories,Agriculture film,61,0.0
2020,Northwest Territories,Textiles,61,0.8
2020,Northwest Territories,Vehicles,61,20.0
2020,Northwest Territories,Other products,61,0.64
2020,Nunavut,"Total, all product categories",62,4.3
2020,Nunavut,Construction materials,62,0.96
2020,Nunavut,Electrical and electronic equipment,62,0.88
2020,Nunavut,Packaging,62,0.88
2020,Nunavut,Textiles,62,0.93
2020,Nunavut,Vehicles,62,20.0
2020,Nunavut,Other products,62,0.46
2020,Canadian territorial enclaves abroad,"Total, all product categories",,1.01
2020,Canadian territorial enclaves abroad,Construction materials,,0.0
2020,Canadian territorial enclaves abroad,Electrical and electronic equipment,,1.31
2020,Canadian territorial enclaves abroad,Packaging,,0.99
2020,Canadian territorial enclaves abroad,Textiles,,0.9
2020,Canadian territorial enclaves abroad,Vehicles,,1.59
2020,Canadian territorial enclaves abroad,Other products,,0.96
2021,Canada,Construction materials,,0.88
2021,Canada,Electrical and electronic equipment,,0.91
2021,Canada,Electronics,,0.88
2021,Canada,Major appliances,,0.88
2021,Canada,Other electrical and electronic equipment,,0.92
2021,Canada,Packaging,,0.88
2021,Canada,Bottles,,0.88
2021,Canada,Film,,0.88
2021,Canada,Non-bottle rigid,,0.88
2021,Canada,Other packaging products,,0.88
2021,Canada,Agriculture film,,0.88
2021,Canada,Textiles,,0.88
2021,Canada,Vehicles,,0.62
2021,Canada,Other products,,0.75
2021,Newfoundland and Labrador,"Total, all product categories",10,4.42
2021,Newfoundland and Labrador,Construction materials,10,0.9
2021,Newfoundland and Labrador,Electrical and electronic equipment,10,0.9
2021,Newfoundland and Labrador,Packaging,10,0.88
2021,Newfoundland and Labrador,Agriculture film,10,0.68
2021,Newfoundland and Labrador,Textiles,10,0.88
2021,Newfoundland and Labrador,Vehicles,10,20.0
2021,Newfoundland and Labrador,Other products,10,0.59
2021,Prince Edward Island,"Total, all product categories",11,0.66
2021,Prince Edward Island,Construction materials,11,0.88
2021,Prince Edward Island,Electrical and electronic equipment,11,0.93
2021,Prince Edward Island,Packaging,11,0.87
2021,Prince Edward Island,Agriculture film,11,0.85
2021,Prince Edward Island,Textiles,11,0.85
2021,Prince Edward Island,Vehicles,11,0.24
2021,Prince Edward Island,Other products,11,0.51
2021,Nova Scotia,"Total, all product categories",12,0.67
2021,Nova Scotia,Construction materials,12,0.88
2021,Nova Scotia,Electrical and electronic equipment,12,0.91
2021,Nova Scotia,Packaging,12,0.88
2021,Nova Scotia,Agriculture film,12,0.85
2021,Nova Scotia,Textiles,12,0.88
2021,Nova Scotia,Vehicles,12,0.23
2021,Nova Scotia,Other products,12,0.55
2021,New Brunswick,"Total, all product categories",13,0.73
2021,New Brunswick,Construction materials,13,0.88
2021,New Brunswick,Electrical and electronic equipment,13,0.91
2021,New Brunswick,Packaging,13,0.88
2021,New Brunswick,Agriculture film,13,0.85
2021,New Brunswick,Textiles,13,0.89
2021,New Brunswick,Vehicles,13,0.23
2021,New Brunswick,Other products,13,0.72
2021,Quebec,"Total, all product categories",24,0.74
2021,Quebec,Construction materials,24,0.88
2021,Quebec,Electrical and electronic equipment,24,0.91
2021,Quebec,Packaging,24,0.88
2021,Quebec,Agriculture film,24,0.87
2021,Quebec,Textiles,24,0.88
2021,Quebec,Vehicles,24,0.23
2021,Quebec,Other products,24,0.82
2021,Ontario,"Total, all product categories",35,0.76
2021,Ontario,Construction materials,35,0.88
2021,Ontario,Electrical and electronic equipment,35,0.91
2021,Ontario,Packaging,35,0.88
2021,Ontario,Agriculture film,35,0.88
2021,Ontario,Textiles,35,0.88
2021,Ontario,Vehicles,35,0.23
2021,Ontario,Other products,35,0.78
2021,Manitoba,"Total, all product categories",46,0.74
2021,Manitoba,Construction materials,46,0.89
2021,Manitoba,Electrical and electronic equipment,46,0.9
2021,Manitoba,Packaging,46,0.88
2021,Manitoba,Agriculture film,46,0.88
2021,Manitoba,Textiles,46,0.88
2021,Manitoba,Vehicles,46,0.23
2021,Manitoba,Other products,46,0.74
2021,Saskatchewan,"Total, all product categories",47,0.74
2021,Saskatchewan,Construction materials,47,0.88
2021,Saskatchewan,Electrical and electronic equipment,47,0.91
2021,Saskatchewan,Packaging,47,0.88
2021,Saskatchewan,Agriculture film,47,0.88
2021,Saskatchewan,Textiles,47,0.88
2021,Saskatchewan,Vehicles,47,0.23
2021,Saskatchewan,Other products,47,0.72
2021,Alberta,"Total, all product categories",48,0.75
2021,Alberta,Construction materials,48,0.88
2021,Alberta,Electrical and electronic equipment,48,0.9
2021,Alberta,Packaging,48,0.88
2021,Alberta,Agriculture film,48,0.88
2021,Alberta,Textiles,48,0.88
2021,Alberta,Vehicles,48,0.23
2021,Alberta,Other products,48,0.68
2021,British Columbia,"Total, all product categories",59,0.7
2021,British Columbia,Construction materials,59,0.88
2021,British Columbia,Electrical and electronic equipment,59,0.88
2021,British Columbia,Packaging,59,0.88
2021,British Columbia,Agriculture film,59,0.89
2021,British Columbia,Textiles,59,0.88
2021,British Columbia,Vehicles,59,0.23
2021,British Columbia,Other products,59,0.64
2021,Yukon,"Total, all product categories",60,3.97
2021,Yukon,Construction materials,60,0.83
2021,Yukon,Electrical and electronic equipment,60,0.97
2021,Yukon,Packaging,60,0.88
2021,Yukon,Agriculture film,60,0.0
2021,Yukon,Textiles,60,0.95
2021,Yukon,Vehicles,60,20.0
2021,Yukon,Other products,60,0.67
2021,Northwest Territories,"Total, all product categories",61,4.26
2021,Northwest Territories,Construction materials,61,0.87
2021,Northwest Territories,Electrical and electronic equipment,61,0.97
2021,Northwest Territories,Packaging,61,0.88
2021,Northwest Territories,Agriculture film,61,0.0
2021,Northwest Territories,Textiles,61,1.0
2021,Northwest Territories,Vehicles,61,20.03
2021,Northwest Territories,Other products,61,0.67
2021,Nunavut,"Total, all product categories",62,3.95
2021,Nunavut,Construction materials,62,0.92
2021,Nunavut,Electrical and electronic equipment,62,0.88
2021,Nunavut,Packaging,62,0.92
2021,Nunavut,Textiles,62,0.89
2021,Nunavut,Vehicles,62,20.04
2021,Nunavut,Other products,62,0.47
2021,Canadian territorial enclaves abroad,"Total, all product categories",,0.98
2021,Canadian territorial enclaves abroad,Construction materials,,0.0
2021,Canadian territorial enclaves abroad,Electrical and electronic equipment,,0.93
2021,Canadian territorial enclaves abroad,Packaging,,0.98
2021,Canadian territorial enclaves abroad,Textiles,,1.03
2021,Canadian territorial enclaves abroad,Vehicles,,1.79
2021,Canadian territorial enclaves abroad,Other products,,1.08
